InternalName;IDnumber;Name;Description;TotalPP;BasePower;Priority;DamageCategory;FunctionCode;Flags;Accuracy;Type;AdditionalEffectChance;Target
MILKDRINK;381;Milk Drink;The user restores its own HP by up to half of its maximum HP. May also be used in the field to heal HP.;10;0;0;Status;0D5;d;0;NORMAL;0;10
MIMIC;382;Mimic;The user copies the move last used by the foe. The move can be used until the user is switched out.;10;0;0;Status;05C;b;0;NORMAL;0;00
MINDREADER;383;Mind Reader;The user senses the foe's movements with its mind to ensure its next attack does not miss the foe.;5;0;0;Status;0A6;be;0;NORMAL;0;00
MINIMIZE;384;Minimize;The user compresses its body to make itself look smaller, which sharply raises its evasiveness.;20;0;0;Status;034;d;0;NORMAL;0;10
MOONLIGHT;385;Moonlight;The user restores its own HP. The amount of HP regained varies with the weather.;5;0;0;Status;0D8;d;0;NORMAL;0;10
MORNINGSUN;386;Morning Sun;The user restores its own HP. The amount of HP regained varies with the weather.;5;0;0;Status;0D8;d;0;NORMAL;0;10
NATUREPOWER;387;Nature Power;An attack that makes use of nature's power. Its effects vary depending on the user's environment.;20;0;0;Status;0B3;;0;NORMAL;0;00
ODORSLEUTH;388;Odor Sleuth;Enables the user to hit a Ghost type with any type of move. It also enables the user to hit an evasive foe.;40;0;0;Status;0A7;bce;0;NORMAL;0;00
PAINSPLIT;389;Pain Split;The user adds its HP to the target's HP, then equally shares the combined HP with the target.;20;0;0;Status;05A;be;0;NORMAL;0;00
PERISHSONG;390;Perish Song;Any Pokemon that hears this song faints in three turns, unless it switches out of battle.;5;0;0;Status;0E5;k;0;NORMAL;0;20
PROTECT;391;Protect;It enables the user to evade all attacks. Its chance of failing rises if it is used in succession.;10;0;4;Status;0AA;;0;NORMAL;0;10
PSYCHUP;392;Psych Up;The user hypnotizes itself into copying any stat change made by the target.;10;0;0;Status;055;e;0;NORMAL;0;00
RECOVER;393;Recover;Restoring its own cells, the user restores its own HP by half of its max HP.;10;0;0;Status;0D5;d;0;NORMAL;0;10
RECYCLE;394;Recycle;The user recycles a held item that has been used in battle so it can be used again.;10;0;0;Status;0F6;d;0;NORMAL;0;10
REFLECTTYPE;395;Reflect Type;The user reflects the target's type, making it the same type as the target.;15;0;0;Status;062;bd;0;NORMAL;0;00
REFRESH;396;Refresh;The user rests to cure itself of a poisoning, burn, or paralysis.;20;0;0;Status;018;d;0;NORMAL;0;10
ROAR;397;Roar;The target is scared off and replaced by another Pokemon in its party. In the wild, the battle ends.;20;0;-6;Status;0EB;bcek;100;NORMAL;0;00
SAFEGUARD;398;Safeguard;The user creates a protective field that prevents status problems for five turns.;25;0;0;Status;01A;d;0;NORMAL;0;40
SCARYFACE;399;Scary Face;The user frightens the target with a scary face to harshly reduce its Speed stat.;10;0;0;Status;04D;bce;100;NORMAL;0;00
SCREECH;400;Screech;An earsplitting screech harshly reduces the target's Defense stat.;40;0;0;Status;04C;bcek;85;NORMAL;0;00
SHARPEN;401;Sharpen;The user reduces its polygon count to make itself more jagged, raising the Attack stat.;30;0;0;Status;01C;d;0;NORMAL;0;10
SHELLSMASH;402;Shell Smash;The user breaks its shell, lowering its defenses but sharply raising attacking and Speed stats.;15;0;0;Status;035;d;0;NORMAL;0;10
SIMPLEBEAM;403;Simple Beam;The user's mysterious psychic wave changes the target's Ability to Simple.;15;0;0;Status;063;bce;100;NORMAL;0;00
SING;404;Sing;A soothing lullaby is sung in a calming voice that puts the target into a deep slumber.;15;0;0;Status;003;bcek;55;NORMAL;0;00
SKETCH;405;Sketch;It enables the user to permanently learn the move last used by the foe. Once used, Sketch disappears.;1;0;0;Status;05D;;0;NORMAL;0;00
SLACKOFF;406;Slack Off;The user slacks off, restoring its own HP by up to half of its maximum HP.;10;0;0;Status;0D5;d;0;NORMAL;0;10
SLEEPTALK;407;Sleep Talk;While it is asleep, the user randomly uses one of the moves it knows.;10;0;0;Status;0B4;;0;NORMAL;0;10
SMOKESCREEN;408;Smokescreen;The user releases an obscuring cloud of smoke or ink. It reduces the target's accuracy.;20;0;0;Status;047;bce;100;NORMAL;0;00
SOFTBOILED;409;Soft-Boiled;The user restores its own HP by up to half of its maximum HP. May also be used in the field to heal HP.;10;0;0;Status;0D5;d;0;NORMAL;0;10
SPLASH;410;Splash;The user just flops and splashes around to no effect at all...;40;0;0;Status;001;;0;NORMAL;0;10
STOCKPILE;411;Stockpile;The user charges up power and raises both its Defense and Sp. Def. The move can be used three times.;20;0;0;Status;112;d;0;NORMAL;0;10
SUBSTITUTE;412;Substitute;The user makes a copy of itself using some of its HP. The copy serves as the user's decoy.;10;0;0;Status;10C;d;0;NORMAL;0;10
SUPERSONIC;413;Supersonic;The user generates odd sound waves from its body. It may confuse the target.;20;0;0;Status;013;bcek;55;NORMAL;0;00
SWAGGER;414;Swagger;The user enrages and confuses the target. However, it also sharply raises the target's Attack stat.;15;0;0;Status;041;bce;90;NORMAL;0;00
SWALLOW;415;Swallow;The power stored using the move Stockpile is absorbed by the user to heal its HP.;10;0;0;Status;114;d;0;NORMAL;0;10
SWEETKISS;416;Sweet Kiss;The user kisses the target with a sweet, angelic cuteness that causes confusion.;10;0;0;Status;013;bce;75;NORMAL;0;00
SWEETSCENT;417;Sweet Scent;A sweet scent that lowers the foe's evasiveness. It also lures wild Pokemon if used in grass, etc.;20;0;0;Status;048;bce;100;NORMAL;0;04
SWORDSDANCE;418;Swords Dance;A frenetic dance to uplift the fighting spirit. It sharply raises the user's Attack stat.;30;0;0;Status;02E;d;0;NORMAL;0;10
TAILWHIP;419;Tail Whip;The user wags its tail cutely, making opposing Pokemon less wary and lowering their Defense stat.;30;0;0;Status;043;bce;100;NORMAL;0;04
TEETERDANCE;420;Teeter Dance;The user performs a wobbly dance that confuses the Pokemon around it.;20;0;0;Status;013;bce;100;NORMAL;0;08
TICKLE;421;Tickle;The user tickles the target into laughing, reducing its Attack and Defense stats.;20;0;0;Status;04A;bce;100;NORMAL;0;00
TRANSFORM;422;Transform;The user transforms into a copy of the target right down to having the same move set.;10;0;0;Status;069;;0;NORMAL;0;00
WHIRLWIND;423;Whirlwind;The foe is blown away, to be replaced by another Pokemon in its party. In the wild, the battle ends.;20;0;-6;Status;0EB;bce;100;NORMAL;0;00
WISH;424;Wish;One turn after this move is used, the target's HP is restored by half the user's maximum HP.;10;0;0;Status;0D7;d;0;NORMAL;0;10
WORKUP;425;Work Up;The user is roused, and its Attack and Sp. Atk stats increase.;30;0;0;Status;027;d;0;NORMAL;0;10
YAWN;426;Yawn;The user lets loose a huge yawn that lulls the target into falling asleep on the next turn.;10;0;0;Status;004;bce;0;NORMAL;0;00
GUNKSHOT;427;Gunk Shot;The user shoots filthy garbage at the target to attack. It may also poison the target.;5;120;0;Physical;005;bef;70;POISON;30;00
SLUDGEWAVE;428;Sludge Wave;It swamps the area around the user with a giant sludge wave. It may also poison those hit.;10;95;0;Special;005;bef;100;POISON;10;08
SLUDGEBOMB;429;Sludge Bomb;Unsanitary sludge is hurled at the target. It may also poison the target.;10;90;0;Special;005;befn;100;POISON;30;00
POISONJAB;430;Poison Jab;The target is stabbed with a tentacle or arm seeped with poison. It may also poison the target.;20;80;0;Physical;005;abef;100;POISON;30;00
CROSSPOISON;431;Cross Poison;A slashing attack with a poisonous blade that may also poison the foe. Critical hits land more easily.;20;70;0;Physical;005;abefh;100;POISON;10;00
SLUDGE;432;Sludge;Unsanitary sludge is hurled at the target. It may also poison the target.;20;65;0;Special;005;bef;100;POISON;30;00
VENOSHOCK;433;Venoshock;The user drenches the foe in a special poisonous liquid. Its power doubles if the target is poisoned.;10;65;0;Special;07B;bef;100;POISON;0;00
CLEARSMOG;434;Clear Smog;The user attacks by throwing a clump of special mud. All status changes are returned to normal.;15;50;0;Special;050;bef;0;POISON;0;00
POISONFANG;435;Poison Fang;The user bites the target with toxic fangs. It may also leave the target badly poisoned.;15;50;0;Physical;006;abefi;100;POISON;30;00
POISONTAIL;436;Poison Tail;The user hits the target with its tail. It may also poison the target. Critical hits land more easily.;25;50;0;Physical;005;abefh;100;POISON;10;00
ACID;437;Acid;The foe is attacked with a spray of harsh acid. It may also lower the target's Sp. Def stat.;30;40;0;Special;046;bef;100;POISON;10;04
ACIDSPRAY;438;Acid Spray;The user spits fluid that works to melt the target. This harshly reduces the target's Sp. Def stat.;20;40;0;Special;04F;befn;100;POISON;100;00
SMOG;439;Smog;The target is attacked with a discharge of filthy gases. It may also poison the target.;20;20;0;Special;005;bef;70;POISON;40;00
POISONSTING;440;Poison Sting;The user stabs the target with a poisonous stinger. This may also poison the target.;35;15;0;Physical;005;bef;100;POISON;30;00
ACIDARMOR;441;Acid Armor;The user alters its cellular structure to liquefy itself, sharply raising its Defense stat.;40;0;0;Status;02F;d;0;POISON;0;10
COIL;442;Coil;The user coils up and concentrates. This raises its Attack and Defense stats as well as its accuracy.;20;0;0;Status;025;d;0;POISON;0;10
GASTROACID;443;Gastro Acid;The user hurls up its stomach acids on the foe. The fluid negates the effect of the target's Ability.;10;0;0;Status;068;bce;100;POISON;0;00
POISONGAS;444;Poison Gas;A cloud of poison gas is sprayed in the face of opposing Pokemon. It may poison those hit.;40;0;0;Status;005;bce;80;POISON;0;04
POISONPOWDER;445;Poison Powder;The user scatters a cloud of poisonous dust on the target. It may poison the target.;35;0;0;Status;005;bcel;75;POISON;0;00
TOXIC;446;Toxic;A move that leaves the target badly poisoned. Its poison damage worsens every turn.;10;0;0;Status;006;bce;90;POISON;0;00
TOXICSPIKES;447;Toxic Spikes;The user lays a trap of poison spikes at the foe's feet. They poison foes that switch into battle.;20;0;0;Status;104;c;0;POISON;0;80
PSYCHOBOOST;448;Psycho Boost;The user attacks the target at full power. The attack's recoil harshly reduces the user's Sp. Atk stat.;5;140;0;Special;03F;bef;90;PSYCHIC;0;00
DREAMEATER;449;Dream Eater;The user eats the dreams of a sleeping foe. It absorbs half the damage caused to heal the user's HP.;15;100;0;Special;0DE;bef;100;PSYCHIC;0;00
FUTURESIGHT;450;Future Sight;Two turns after this move is used, a hunk of psychic energy attacks the target.;10;100;0;Special;111;;100;PSYCHIC;0;00
PSYSTRIKE;451;Psystrike;The user materializes an odd psychic wave to attack the target. This attack does physical damage.;10;100;0;Special;122;bef;100;PSYCHIC;0;00
PSYCHIC;452;Psychic;The target is hit by a strong telekinetic force. It may also reduce the target's Sp. Def stat.;10;90;0;Special;046;bef;100;PSYCHIC;10;00
EXTRASENSORY;453;Extrasensory;The user attacks with an odd, unseeable power. It may also make the target flinch.;30;80;0;Special;00F;be;100;PSYCHIC;10;00
PSYSHOCK;454;Psyshock;The user materializes an odd psychic wave to attack the target. This attack does physical damage.;10;80;0;Special;122;bef;100;PSYCHIC;0;00
ZENHEADBUTT;455;Zen Headbutt;The user focuses its willpower to its head and attacks the foe. It may also make the target flinch.;15;80;0;Physical;00F;abe;90;PSYCHIC;20;00
LUSTERPURGE;456;Luster Purge;The user lets loose a damaging burst of light. It may also reduce the target's Sp. Def stat.;5;70;0;Special;046;bef;100;PSYCHIC;50;00
MISTBALL;457;Mist Ball;A mistlike flurry of down envelops and damages the target. It may also lower the target's Sp. Atk.;5;70;0;Special;045;befn;100;PSYCHIC;50;00
PSYCHOCUT;458;Psycho Cut;The user tears at the target with blades formed by psychic power. Critical hits land more easily.;20;70;0;Physical;000;befh;100;PSYCHIC;0;00
SYNCHRONOISE;459;Synchronoise;Using an odd shock wave, the user damages any Pokemon of the same type as the user.;15;70;0;Special;123;bef;100;PSYCHIC;0;08
PSYBEAM;460;Psybeam;The target is attacked with a peculiar ray. It may also cause confusion.;20;65;0;Special;013;bef;100;PSYCHIC;10;00
HEARTSTAMP;461;Heart Stamp;The user unleashes a vicious blow after its cute act makes the foe less wary. It may also cause flinching.;25;60;0;Physical;00F;abe;100;PSYCHIC;30;00
CONFUSION;462;Confusion;The target is hit by a weak telekinetic force. It may also leave the target confused.;25;50;0;Special;013;bef;100;PSYCHIC;10;00
MIRRORCOAT;463;Mirror Coat;A retaliation move that counters any special attack, inflicting double the damage taken.;20;1;-5;Special;072;bf;100;PSYCHIC;0;01
PSYWAVE;464;Psywave;The target is attacked with an odd psychic wave. The attack varies in intensity.;15;1;0;Special;06F;bef;80;PSYCHIC;0;00
STOREDPOWER;465;Stored Power;The user attacks with stored power. The more the user's stats are raised, the greater the damage.;10;1;0;Special;08E;bef;100;PSYCHIC;0;00
AGILITY;466;Agility;The user relaxes and lightens its body to move faster. It sharply boosts the Speed stat.;30;0;0;Status;030;d;0;PSYCHIC;0;10
ALLYSWITCH;467;Ally Switch;The user teleports using a strange power and switches its place with one of its allies.;15;0;1;Status;120;;0;PSYCHIC;0;10
AMNESIA;468;Amnesia;The user temporarily empties its mind to forget its concerns. It sharply raises the user's Sp. Def stat.;20;0;0;Status;033;d;0;PSYCHIC;0;10
BARRIER;469;Barrier;The user throws up a sturdy wall that sharply raises its Defense stat.;30;0;0;Status;02F;d;0;PSYCHIC;0;10
CALMMIND;470;Calm Mind;The user quietly focuses its mind and calms its spirit to raise its Sp. Atk and Sp. Def stats.;20;0;0;Status;02C;d;0;PSYCHIC;0;10
COSMICPOWER;471;Cosmic Power;The user absorbs a mystical power from space to raise its Defense and Sp. Def stats.;20;0;0;Status;02A;d;0;PSYCHIC;0;10
GRAVITY;472;Gravity;Gravity is intensified for five turns, making moves involving flying unusable and negating Levitation.;5;0;0;Status;118;;0;PSYCHIC;0;20
GUARDSPLIT;473;Guard Split;The user employs its psychic power to average its Defense and Sp. Def stats with those of its target's.;10;0;0;Status;059;b;0;PSYCHIC;0;00
GUARDSWAP;474;Guard Swap;The user employs its psychic power to switch changes to its Defense and Sp. Def with the target.;10;0;0;Status;053;be;0;PSYCHIC;0;00
HEALBLOCK;475;Heal Block;For five turns, the foe is prevented from using any moves, Abilities, or held items that recover HP.;15;0;0;Status;0BB;bce;100;PSYCHIC;0;04
HEALPULSE;476;Heal Pulse;The user emits a healing pulse which restores the target's HP by up to half of its max HP.;10;0;0;Status;0DF;bc;0;PSYCHIC;0;00
HEALINGWISH;477;Healing Wish;The user faints. In return, the Pokemon taking its place will have its HP restored and status cured.;10;0;0;Status;0E3;d;0;PSYCHIC;0;10
HEARTSWAP;478;Heart Swap;The user employs its psychic power to switch stat changes with the target.;10;0;0;Status;054;be;0;PSYCHIC;0;00
HYPNOSIS;479;Hypnosis;The user employs hypnotic suggestion to make the target fall into a deep sleep.;20;0;0;Status;003;bce;60;PSYCHIC;0;00
IMPRISON;480;Imprison;If the foe knows any move also known by the user, the foe is prevented from using it.;10;0;0;Status;0B8;d;0;PSYCHIC;0;80
KINESIS;481;Kinesis;The user distracts the target by bending a spoon. It lowers the target's accuracy.;15;0;0;Status;047;bce;80;PSYCHIC;0;00
LIGHTSCREEN;482;Light Screen;A wondrous wall of light is put up to suppress damage from special attacks for five turns.;30;0;0;Status;0A3;d;0;PSYCHIC;0;40
LUNARDANCE;483;Lunar Dance;The user faints. In return, the Pokemon taking its place will have its status and HP fully restored.;10;0;0;Status;0E4;d;0;PSYCHIC;0;10
MAGICCOAT;484;Magic Coat;A barrier reflects back to the target moves like Leech Seed and moves that damage status.;15;0;4;Status;0B1;;0;PSYCHIC;0;10
MAGICROOM;485;Magic Room;The user creates a bizarre area in which Pokemon's held items lose their effects for five turns.;10;0;-7;Status;0F9;;0;PSYCHIC;0;20
MEDITATE;486;Meditate;The user meditates to awaken the power deep within its body and raise its Attack stat.;40;0;0;Status;01C;d;0;PSYCHIC;0;10
MIRACLEEYE;487;Miracle Eye;Enables the user to hit a Dark type with any type of move. It also enables the user to hit an evasive foe.;40;0;0;Status;0A8;bce;0;PSYCHIC;0;00
POWERSPLIT;488;Power Split;The user employs its psychic power to average its Attack and Sp. Atk stats with those of the target's.;10;0;0;Status;058;b;0;PSYCHIC;0;00
POWERSWAP;489;Power Swap;The user employs its psychic power to switch changes to its Attack and Sp. Atk with the target.;10;0;0;Status;052;be;0;PSYCHIC;0;00
POWERTRICK;490;Power Trick;The user employs its psychic power to switch its Attack with its Defense stat.;10;0;0;Status;057;d;0;PSYCHIC;0;10
PSYCHOSHIFT;491;Psycho Shift;Using its psychic power of suggestion, the user transfers its status problems to the target.;10;0;0;Status;01B;be;90;PSYCHIC;0;00
REFLECT;492;Reflect;A wondrous wall of light is put up to suppress damage from physical attacks for five turns.;20;0;0;Status;0A2;d;0;PSYCHIC;0;40
REST;493;Rest;The user goes to sleep for two turns. It fully restores the user's HP and heals any status problem.;10;0;0;Status;0D9;d;0;PSYCHIC;0;10
ROLEPLAY;494;Role Play;The user mimics the target completely, copying the target's natural Ability.;10;0;0;Status;065;;0;PSYCHIC;0;00
SKILLSWAP;495;Skill Swap;The user employs its psychic power to exchange Abilities with the target.;10;0;0;Status;067;be;0;PSYCHIC;0;00
TELEKINESIS;496;Telekinesis;The user makes the target float with its psychic power. The target is easier to hit for three turns.;15;0;0;Status;11A;bce;0;PSYCHIC;0;00
TELEPORT;497;Teleport;Use it to flee from any wild Pokemon. It can also warp to the last Pokemon Center visited.;20;0;0;Status;0EA;;0;PSYCHIC;0;10
TRICK;498;Trick;The user catches the target off guard and swaps its held item with its own.;10;0;0;Status;0F2;be;100;PSYCHIC;0;00
TRICKROOM;499;Trick Room;The user creates a bizarre area in which slower Pokemon get to move first for five turns.;5;0;-7;Status;11F;;0;PSYCHIC;0;20
WONDERROOM;500;Wonder Room;The user creates a bizarre area in which Pokemon's Defense and Sp. Def stats are swapped for 5 turns.;10;0;-7;Status;124;;0;PSYCHIC;0;20
HEADSMASH;501;Head Smash;The user attacks the foe with a hazardous, full-power headbutt. The user also takes terrible damage.;5;150;0;Physical;0FC;abef;80;ROCK;0;00
ROCKWRECKER;502;Rock Wrecker;The user launches a huge boulder at the target to attack. It must rest on the next turn, however.;5;150;0;Physical;0C2;befn;90;ROCK;0;00
STONEEDGE;503;Stone Edge;The user stabs the foe with sharpened stones from below. It has a high critical-hit ratio.;5;100;0;Physical;000;befh;80;ROCK;0;00
ROCKSLIDE;504;Rock Slide;Large boulders are hurled at the foes to inflict damage. It may also make the targets flinch.;10;75;0;Physical;00F;be;90;ROCK;30;04
POWERGEM;505;Power Gem;The user attacks with a ray of light that sparkles as if it were made of gemstones.;20;70;0;Special;000;bef;100;ROCK;0;00
ANCIENTPOWER;506;Ancient Power;The user attacks with a prehistoric power. It may also raise all the user's stats at once.;5;60;0;Special;02D;bef;100;ROCK;10;00
ROCKTHROW;507;Rock Throw;The user picks up and throws a small rock at the target to attack.;15;50;0;Physical;000;bef;90;ROCK;0;00
ROCKTOMB;508;Rock Tomb;Boulders are hurled at the target. It also lowers the target's Speed by preventing its movement.;10;50;0;Physical;044;bef;80;ROCK;100;00
SMACKDOWN;509;Smack Down;The user throws a stone or projectile to attack. A flying Pokemon will fall to the ground when hit.;15;50;0;Physical;11C;bef;100;ROCK;0;00
ROLLOUT;510;Rollout;The user continually rolls into the target over five turns. It becomes stronger each time it hits.;20;30;0;Physical;0D3;abef;90;ROCK;0;00
ROCKBLAST;511;Rock Blast;The user hurls hard rocks at the target. Two to five rocks are launched in quick succession.;10;25;0;Physical;0C0;bef;90;ROCK;0;00
ROCKPOLISH;512;Rock Polish;The user polishes its body to reduce drag. It can sharply raise the Speed stat.;20;0;0;Status;030;d;0;ROCK;0;10
SANDSTORM;513;Sandstorm;Summons a five-turn sandstorm to hurt all combatants except the Rock, Ground, and Steel types.;10;0;0;Status;101;;0;ROCK;0;20
STEALTHROCK;514;Stealth Rock;The user lays a trap of levitating stones around the foe. The trap hurts foes that switch into battle.;20;0;0;Status;105;c;0;ROCK;0;80
WIDEGUARD;515;Wide Guard;The user and its allies are protected from wide-ranging attacks for a turn. May fail if used in succession.;10;0;3;Status;0AC;;0;ROCK;0;40
DOOMDESIRE;516;Doom Desire;Two turns after this move is used, the user blasts the target with a concentrated bundle of light.;5;140;0;Special;111;;100;STEEL;0;00
IRONTAIL;517;Iron Tail;The target is slammed with a steel-hard tail. It may also lower the target's Defense stat.;15;100;0;Physical;043;abef;75;STEEL;30;00
METEORMASH;518;Meteor Mash;The target is hit with a hard punch fired like a meteor. It may also raise the user's Attack.;10;100;0;Physical;01C;abefj;85;STEEL;20;00
FLASHCANNON;519;Flash Cannon;The user gathers all its light energy and releases it at once. It may also lower the target's Sp. Def stat.;10;80;0;Special;046;bef;100;STEEL;10;00
IRONHEAD;520;Iron Head;The foe slams the target with its steel-hard head. It may also make the target flinch.;15;80;0;Physical;00F;abe;100;STEEL;30;00
STEELWING;521;Steel Wing;The target is hit with wings of steel. It may also raise the user's Defense stat.;25;70;0;Physical;01D;abef;90;STEEL;10;00
MIRRORSHOT;522;Mirror Shot;The user looses a flash of energy from its polished body. It may also lower the target's accuracy.;10;65;0;Special;047;bef;85;STEEL;30;00
MAGNETBOMB;523;Magnet Bomb;The user launches steel bombs that stick to the target. This attack will not miss.;20;60;0;Physical;0A5;befn;0;STEEL;0;00
GEARGRIND;524;Gear Grind;The user attacks by throwing two steel gears at its target.;15;50;0;Physical;0BD;abef;85;STEEL;0;00
METALCLAW;525;Metal Claw;The target is raked with steel claws. It may also raise the user's Attack stat.;35;50;0;Physical;01C;abef;95;STEEL;10;00
BULLETPUNCH;526;Bullet Punch;The user strikes the target with tough punches as fast as bullets. This move always goes first.;30;40;1;Physical;000;abefj;100;STEEL;0;00
GYROBALL;527;Gyro Ball;The user tackles the target with a high-speed spin. The slower the user, the greater the damage.;5;1;0;Physical;08D;abefn;100;STEEL;0;00
HEAVYSLAM;528;Heavy Slam;The user slams into the foe with its heavy body. The heavier the user, the greater the damage.;10;1;0;Physical;09B;abef;100;STEEL;0;00
METALBURST;529;Metal Burst;The user retaliates with much greater power against the target that last inflicted damage on it.;10;1;0;Physical;073;bf;100;STEEL;0;01
AUTOTOMIZE;530;Autotomize;The user sheds part of its body to make itself lighter and sharply raise its Speed stat.;15;0;0;Status;031;d;0;STEEL;0;10
IRONDEFENSE;531;Iron Defense;The user hardens its body's surface like iron, sharply raising its Defense stat.;15;0;0;Status;02F;d;0;STEEL;0;10
METALSOUND;532;Metal Sound;A horrible sound like scraping metal harshly reduces the target's Sp. Def stat.;40;0;0;Status;04F;bcek;85;STEEL;0;00
SHIFTGEAR;533;Shift Gear;The user rotates its gears, raising its Attack and sharply raising its Speed.;10;0;0;Status;036;d;0;STEEL;0;10
HYDROCANNON;534;Hydro Cannon;The target is hit with a watery blast. The user must rest on the next turn, however.;5;150;0;Special;0C2;bef;90;WATER;0;00
WATERSPOUT;535;Water Spout;The user spouts water to damage the foe. The lower the user's HP, the less powerful it becomes.;5;150;0;Special;08B;bef;100;WATER;0;04
HYDROPUMP;536;Hydro Pump;The target is blasted by a huge volume of water launched under great pressure.;5;120;0;Special;000;bef;80;WATER;0;00
MUDDYWATER;537;Muddy Water;The user attacks by shooting muddy water at the opposing team. It may also lower the target's accuracy.;10;95;0;Special;047;bef;85;WATER;30;04
SURF;538;Surf;It swamps the area around the user with a giant wave. It can also be used for crossing water.;15;95;0;Special;075;bef;100;WATER;0;08
AQUATAIL;539;Aqua Tail;The user attacks by swinging its tail as if it were a vicious wave in a raging storm.;10;90;0;Physical;000;abef;90;WATER;0;00
CRABHAMMER;540;Crabhammer;The target is hammered with a large pincer. Critical hits land more easily.;10;90;0;Physical;000;abefh;90;WATER;0;00
DIVE;541;Dive;Diving on the first turn, the user rises and hits on the next turn. It can be used to dive in the ocean.;10;80;0;Physical;0CB;abef;100;WATER;0;00
SCALD;542;Scald;The user shoots boiling hot water at its target. It may also leave the target with a burn.;15;80;0;Special;00A;befg;100;WATER;30;00
WATERFALL;543;Waterfall;The user charges at the target and may make it flinch. It can also be used to climb a waterfall.;15;80;0;Physical;00F;abe;100;WATER;20;00
RAZORSHELL;544;Razor Shell;The user cuts the foe with sharp shells. It may also lower the target's Defense stat.;10;75;0;Physical;043;abef;95;WATER;50;00
BRINE;545;Brine;If the target's HP is down to about half, this attack will hit with double the power.;10;65;0;Special;080;bef;100;WATER;0;00
BUBBLEBEAM;546;Bubble Beam;A spray of bubbles is forcefully ejected at the target. It may also lower its Speed stat.;20;65;0;Special;044;bef;100;WATER;10;00
OCTAZOOKA;547;Octazooka;The user attacks by spraying ink in the foe's face or eyes. It may also lower the target's accuracy.;10;65;0;Special;047;befn;85;WATER;50;00
WATERPULSE;548;Water Pulse;The user attacks the target with a pulsing blast of water. It may also confuse the target.;20;60;0;Special;013;befm;100;WATER;20;00
WATERPLEDGE;549;Water Pledge;A column of water strikes the target. When combined with its fire equivalent, it makes a rainbow.;10;50;0;Special;108;bef;100;WATER;0;00
AQUAJET;550;Aqua Jet;The user lunges at the target at a speed that makes it almost invisible. It is sure to strike first.;20;40;1;Physical;000;abef;100;WATER;0;00
WATERGUN;551;Water Gun;The target is blasted with a forceful shot of water.;25;40;0;Special;000;bef;100;WATER;0;00
CLAMP;552;Clamp;The target is clamped and squeezed by the user's very thick and sturdy shell for four to five turns.;15;35;0;Physical;0CF;abef;85;WATER;0;00
WHIRLPOOL;553;Whirlpool;Traps foes in a violent swirling whirlpool for four to five turns.;15;35;0;Special;0D0;bef;85;WATER;0;00
BUBBLE;554;Bubble;A spray of countless bubbles is jetted at the opposing team. It may also lower the targets' Speed stats.;30;20;0;Special;044;bef;100;WATER;10;04
AQUARING;555;Aqua Ring;The user envelops itself in a veil made of water. It regains some HP on every turn.;20;0;0;Status;0DA;d;0;WATER;0;10
RAINDANCE;556;Rain Dance;The user summons a heavy rain that falls for five turns, powering up Water-type moves.;5;0;0;Status;100;;0;WATER;0;20
SOAK;557;Soak;The user shoots a torrent of water at the target and changes the target's type to Water.;20;0;0;Status;061;bce;100;WATER;0;00
WATERSPORT;558;Water Sport;The user soaks itself with water. The move weakens Fire-type moves while the user is in the battle.;15;0;0;Status;09E;;0;WATER;0;20
WITHDRAW;559;Withdraw;The user withdraws its body into its hard shell, raising its Defense stat.;40;0;0;Status;01D;d;0;WATER;0;10
