InternalName;FormName;BattlerEnemyY;EggMoves;id;Name;GrowthRate;Rareness;HiddenAbility;EffortPoints;RegionalNumbers;WildItemUncommon;Compatibility;Kind;BattlerAltitude;StepsToHatch;BattlerPlayerY;Incense;GenderRate;Evolutions;Pokedex;BaseEXP;WildItemCommon;Abilities;Habitat;Weight;Color;BaseStats;Height;Shape;Moves;Type1;WildItemRare;Happiness;Type2
GRUMPIG;;14;;326;Grumpig;Fast;60;GLUTTONY;0,0,0,0,0,2;;TANGABERRY;Field;Manipulate;0;5355;0;;0.5;;It stores power in the black pearls on its forehead. When it uses psychic power, it performs an odd dance step. Its style of dancing became hugely popular overseas.;165;;THICKFAT,OWNTEMPO;Mountain;71.5;Purple;80,45,65,80,90,110;0.9;6;1,SPLASH,1,PSYWAVE,1,ODORSLEUTH,1,PSYBEAM,7,PSYWAVE,10,ODORSLEUTH,14,PSYBEAM,15,PSYCHUP,18,CONFUSERAY,21,MAGICCOAT,26,ZENHEADBUTT,29,REST,29,SNORE,35,POWERGEM,42,PSYSHOCK,46,PAYBACK,52,PSYCHIC,60,BOUNCE;PSYCHIC;;70;
SPINDA;;19;ASSIST,BATONPASS,DISABLE,ENCORE,FAKEOUT,FAKETEARS,ICYWIND,PSYCHOCUT,RAPIDSPIN,ROLEPLAY,SMELLINGSALTS,TRICK,WATERPULSE,WISH;327;Spinda;Fast;255;CONTRARY;0,0,0,0,1,0;;CHESTOBERRY;Field,Humanlike;Spot Panda;0;4080;0;;0.5;;It is distinguished by a pattern of spots that is always different. Its unsteady, tottering walk has the effect of fouling its foe's aim.;126;;OWNTEMPO,TANGLEDFEET;Mountain;5.0;Brown;60,60,60,60,60,60;1.1;6;1,TACKLE,5,UPROAR,10,COPYCAT,14,FEINTATTACK,19,PSYBEAM,23,HYPNOSIS,28,DIZZYPUNCH,32,SUCKERPUNCH,37,TEETERDANCE,41,PSYCHUP,46,DOUBLEEDGE,50,FLAIL,55,THRASH;NORMAL;;70;
TRAPINCH;;27;BUGBITE,EARTHPOWER,ENDURE,FLAIL,FOCUSENERGY,FURYCUTTER,GUST,MUDSHOT,QUICKATTACK,SIGNALBEAM;328;Trapinch;Parabolic;255;SHEERFORCE;0,1,0,0,0,0;;SOFTSAND;Bug;Ant Pit;0;5355;0;;0.5;VIBRAVA,Level,35;Its big jaws crunch through boulders. Because its head is so big, it has a hard time getting back upright if it tips over onto its back.;58;;HYPERCUTTER,ARENATRAP;RoughTerrain;15.0;Brown;45,100,45,10,45,45;0.7;14;1,BITE,4,SANDATTACK,7,FEINTATTACK,10,SANDTOMB,13,MUDSLAP,17,BIDE,21,BULLDOZE,25,ROCKSLIDE,29,DIG,34,CRUNCH,39,EARTHPOWER,44,SANDSTORM,49,HYPERBEAM,55,EARTHQUAKE,61,FEINT,67,SUPERPOWER,73,FISSURE;GROUND;;70;
VIBRAVA;;20;;329;Vibrava;Parabolic;120;;0,1,0,1,0,0;;;Bug;Vibration;17;5355;0;;0.5;FLYGON,Level,45;It looses ultrasonic waves by rubbing its wings together. Since a Vibrava's wings are still in the process of growing, it can only fly short distances.;119;;LEVITATE;RoughTerrain;15.3;Green;50,70,50,70,50,50;1.1;13;1,SONICBOOM,1,SANDATTACK,1,FEINTATTACK,1,SANDTOMB,4,SANDATTACK,7,FEINTATTACK,10,SANDTOMB,13,MUDSLAP,17,BIDE,21,BULLDOZE,25,ROCKSLIDE,29,SUPERSONIC,34,SCREECH,35,DRAGONBREATH,39,EARTHPOWER,44,SANDSTORM,49,HYPERBEAM;GROUND;;70;DRAGON
FLYGON;;10;;330;Flygon;Parabolic;45;;0,1,0,2,0,0;;;Bug;Mystic;10;5355;0;;0.5;;The flapping of its wings sounds like singing. To prevent detection by enemies, it hides itself by flapping up a cloud of desert sand.;234;;LEVITATE;RoughTerrain;82.0;Green;80,100,80,100,80,80;2.0;9;1,SONICBOOM,1,SANDATTACK,1,FEINTATTACK,1,SANDTOMB,4,SANDATTACK,7,FEINTATTACK,10,SANDTOMB,13,MUDSLAP,17,BIDE,21,BULLDOZE,25,ROCKSLIDE,29,SUPERSONIC,34,SCREECH,35,DRAGONBREATH,39,EARTHPOWER,44,SANDSTORM,45,DRAGONTAIL,49,HYPERBEAM,55,DRAGONCLAW;GROUND;;70;DRAGON
CACNEA;;27;ACID,BLOCK,COUNTER,DISABLE,DYNAMICPUNCH,GRASSWHISTLE,LOWKICK,MAGICALLEAF,NASTYPLOT,SEEDBOMB,SMELLINGSALTS,SWITCHEROO,TEETERDANCE,WORRYSEED;331;Cacnea;Parabolic;190;WATERABSORB;0,0,0,0,1,0;;STICKYBARB;Grass,Humanlike;Cactus;0;5355;0;;0.5;CACTURNE,Level,32;Cacnea live in deserts with virtually no rainfall. It battles by swinging its thick, spiked arms. Once a year, a yellow flower blooms.;67;;SANDVEIL;RoughTerrain;51.3;Green;50,85,40,35,85,40;0.4;12;1,POISONSTING,1,LEER,5,ABSORB,9,GROWTH,13,LEECHSEED,17,SANDATTACK,21,PINMISSILE,25,INGRAIN,29,FEINTATTACK,33,SPIKES,37,SUCKERPUNCH,41,PAYBACK,45,NEEDLEARM,49,COTTONSPORE,53,SANDSTORM,57,DESTINYBOND;GRASS;;35;
CACTURNE;;9;;332;Cacturne;Parabolic;60;WATERABSORB;0,1,0,0,1,0;;STICKYBARB;Grass,Humanlike;Scarecrow;0;5355;0;;0.5;;After spending thousands of years in harsh deserts, its blood transformed into the same substances as sand. It is nocturnal, so it hunts at night.;166;;SANDVEIL;RoughTerrain;77.4;Green;70,115,60,55,115,60;1.3;12;1,REVENGE,1,POISONSTING,1,LEER,1,ABSORB,1,GROWTH,5,ABSORB,9,GROWTH,13,LEECHSEED,17,SANDATTACK,21,PINMISSILE,25,INGRAIN,29,FEINTATTACK,35,SPIKES,41,SUCKERPUNCH,47,PAYBACK,53,NEEDLEARM,59,COTTONSPORE,65,SANDSTORM,71,DESTINYBOND;GRASS;;35;DARK
SWABLU;;26;AGILITY,DRAGONRUSH,FEATHERDANCE,HAZE,HYPERVOICE,POWERSWAP,PURSUIT,RAGE,ROOST,STEELWING;333;Swablu;Erratic;255;CLOUDNINE;0,0,0,0,0,1;;;Flying,Dragon;Cotton Bird;17;5355;0;;0.5;ALTARIA,Level,35;A Pokemon that has wings like cottony clouds. After enduring winter, in which little food is available, Swablu flocks move closer to towns in the spring.;62;;NATURALCURE;Forest;1.2;Blue;45,40,60,50,40,75;0.4;9;1,PECK,1,GROWL,4,ASTONISH,8,SING,10,FURYATTACK,13,SAFEGUARD,15,MIST,18,ROUND,21,NATURALGIFT,25,TAKEDOWN,29,REFRESH,34,MIRRORMOVE,39,COTTONGUARD,42,DRAGONPULSE,48,PERISHSONG;NORMAL;;70;FLYING
ALTARIA;;12;;334;Altaria;Erratic;45;CLOUDNINE;0,0,0,0,0,2;;;Flying,Dragon;Humming;15;5355;0;;0.5;;It hums in a beautiful soprano voice. It flies among white clouds in the blue sky. It launches intensely hot fireballs from its mouth.;172;;NATURALCURE;Forest;20.6;Blue;75,70,90,80,70,105;1.1;9;1,PLUCK,1,PECK,1,GROWL,1,ASTONISH,1,SING,4,ASTONISH,8,SING,10,FURYATTACK,13,SAFEGUARD,15,MIST,18,ROUND,21,NATURALGIFT,25,TAKEDOWN,29,REFRESH,34,DRAGONDANCE,35,DRAGONBREATH,42,COTTONGUARD,48,DRAGONPULSE,57,PERISHSONG,64,SKYATTACK;DRAGON;;70;FLYING
ZANGOOSE;;12;COUNTER,CURSE,DISABLE,DOUBLEHIT,DOUBLEKICK,FEINT,FINALGAMBIT,FLAIL,FURYSWIPES,IRONTAIL,METALCLAW,NIGHTSLASH,RAZORWIND;335;Zangoose;Erratic;90;TOXICBOOST;0,2,0,0,0,0;;QUICKCLAW;Field;Cat Ferret;0;5355;0;;0.5;;When it battles, it stands on its hind legs and attacks with its sharply clawed forelegs. Its fur bristles if it encounters any Seviper.;160;;IMMUNITY;Grassland;40.3;White;73,115,60,90,60,60;1.3;6;1,SCRATCH,1,LEER,5,QUICKATTACK,8,FURYCUTTER,12,PURSUIT,15,SLASH,19,EMBARGO,22,CRUSHCLAW,26,REVENGE,29,FALSESWIPE,33,DETECT,36,XSCISSOR,40,TAUNT,43,SWORDSDANCE,47,CLOSECOMBAT;NORMAL;;70;
SEVIPER;;12;ASSURANCE,BODYSLAM,FINALGAMBIT,IRONTAIL,NIGHTSLASH,PUNISHMENT,SCARYFACE,SPITUP,STOCKPILE,SWALLOW,SWITCHEROO,WRINGOUT;336;Seviper;Fluctuating;90;INFILTRATOR;0,1,0,0,1,0;;;Field,Dragon;Fang Snake;0;5355;0;;0.5;;Seviper and Zangoose are eternal rivals. It counters a Zangoose's dazzling agility with its swordlike tail, which also oozes a horrible poison.;160;;SHEDSKIN;Grassland;52.5;Black;73,100,60,65,100,60;2.7;2;1,WRAP,1,LICK,5,BITE,9,SWAGGER,12,POISONTAIL,16,SCREECH,20,VENOSHOCK,23,GLARE,27,POISONFANG,31,NIGHTSLASH,34,GASTROACID,38,HAZE,42,POISONJAB,45,CRUNCH,49,COIL,53,WRINGOUT;POISON;;70;
LUNATONE;;21;;337;Lunatone;Fast;45;;0,0,0,0,2,0;;MOONSTONE;Mineral;Meteorite;14;6630;0;;-1;;It becomes very active on the night of a full moon. This Pokemon was first discovered 40 years ago at the site of a meteor strike.;154;;LEVITATE;Cave;168.0;Yellow;70,55,65,70,95,85;1.0;1;1,TACKLE,1,HARDEN,1,CONFUSION,5,ROCKTHROW,9,HYPNOSIS,13,ROCKPOLISH,17,PSYWAVE,21,EMBARGO,25,ROCKSLIDE,29,COSMICPOWER,33,PSYCHIC,37,HEALBLOCK,41,STONEEDGE,45,FUTURESIGHT,49,EXPLOSION,53,MAGICROOM;ROCK;COMETSHARD;70;PSYCHIC
SOLROCK;;11;;338;Solrock;Fast;45;;0,2,0,0,0,0;;SUNSTONE;Mineral;Meteorite;11;6630;0;;-1;;Solar energy is the source of this Pokemon's power. On sunny days, groups of Solrock line up facing the sun and absorb its light.;154;;LEVITATE;Cave;154.0;Red;70,95,85,70,55,65;1.2;1;1,TACKLE,1,HARDEN,1,CONFUSION,5,ROCKTHROW,9,FIRESPIN,13,ROCKPOLISH,17,PSYWAVE,21,EMBARGO,25,ROCKSLIDE,29,COSMICPOWER,33,PSYCHIC,37,HEALBLOCK,41,STONEEDGE,45,SOLARBEAM,49,EXPLOSION,53,WONDERROOM;ROCK;COMETSHARD;70;PSYCHIC
BARBOACH;;30;DRAGONDANCE,EARTHPOWER,FLAIL,HYDROPUMP,MUDSHOT,MUDDYWATER,SPARK,TAKEDOWN,THRASH,WHIRLPOOL;339;Barboach;Medium;190;HYDRATION;1,0,0,0,0,0;;;Water2;Whiskers;12;5355;0;;0.5;WHISCASH,Level,30;Its body is covered with a slimy film. The film acts as a barrier to prevent germs in muddy water from entering the Barboach's body.;58;;OBLIVIOUS,ANTICIPATION;WatersEdge;1.9;Gray;50,48,43,60,46,41;0.4;3;1,MUDSLAP,6,MUDSPORT,6,WATERSPORT,10,WATERGUN,14,MUDBOMB,18,AMNESIA,22,WATERPULSE,26,MAGNITUDE,31,REST,31,SNORE,35,AQUATAIL,39,EARTHQUAKE,43,FUTURESIGHT,47,FISSURE;WATER;;70;GROUND
WHISCASH;;16;;340;Whiscash;Medium;75;HYDRATION;2,0,0,0,0,0;;;Water2;Whiskers;10;5355;0;;0.5;;Mysteriously, it can foretell earthquakes. In the daytime, it sleeps in mud at the bottom of a pond. When it awakens, it continually feeds throughout the night.;164;;OBLIVIOUS,ANTICIPATION;WatersEdge;23.6;Blue;110,78,73,60,76,71;0.9;3;1,ZENHEADBUTT,1,TICKLE,1,MUDSLAP,1,MUDSPORT,1,WATERSPORT,6,MUDSPORT,6,WATERSPORT,10,WATERGUN,14,MUDBOMB,18,AMNESIA,22,WATERPULSE,26,MAGNITUDE,33,REST,33,SNORE,39,AQUATAIL,45,EARTHQUAKE,51,FUTURESIGHT,57,FISSURE;WATER;;70;GROUND
CORPHISH;;23;ANCIENTPOWER,BODYSLAM,CHIPAWAY,DOUBLEEDGE,DRAGONDANCE,ENDEAVOR,KNOCKOFF,METALCLAW,MUDSPORT,SUPERPOWER,TRUMPCARD;341;Corphish;Fluctuating;205;ADAPTABILITY;0,1,0,0,0,0;;;Water1,Water3;Ruffian;0;4080;0;;0.5;CRAWDAUNT,Level,30;Once it grips prey with its large pincers, it will never let go, no matter what. It is a hardy Pokemon that can thrive in any environment.;62;;HYPERCUTTER,SHELLARMOR;WatersEdge;11.5;Red;43,80,65,35,50,35;0.6;14;1,BUBBLE,7,HARDEN,10,VICEGRIP,13,LEER,20,BUBBLEBEAM,23,PROTECT,26,KNOCKOFF,32,TAUNT,35,NIGHTSLASH,38,CRABHAMMER,44,SWORDSDANCE,47,CRUNCH,53,GUILLOTINE;WATER;;70;
CRAWDAUNT;;14;;342;Crawdaunt;Fluctuating;155;ADAPTABILITY;0,2,0,0,0,0;;;Water1,Water3;Rogue;0;4080;0;;0.5;;A brutish Pokemon that loves to battle. A veteran Crawdaunt that has prevailed in hundreds of battles has giant pincers marked with countless scars.;164;;HYPERCUTTER,SHELLARMOR;WatersEdge;32.8;Red;63,120,85,55,90,55;1.1;14;1,BUBBLE,1,HARDEN,1,VICEGRIP,1,LEER,7,HARDEN,10,VICEGRIP,13,LEER,20,BUBBLEBEAM,23,PROTECT,26,KNOCKOFF,30,SWIFT,34,TAUNT,39,NIGHTSLASH,44,CRABHAMMER,52,SWORDSDANCE,57,CRUNCH,65,GUILLOTINE;WATER;;70;DARK
BALTOY;;30;;343;Baltoy;Medium;255;;0,0,0,0,0,1;;;Mineral;Clay Doll;11;5355;0;;-1;CLAYDOL,Level,36;A Baltoy moves by spinning on its single foot. It has been depicted in murals adorning the walls of a once-bustling city in an ancient age.;60;;LEVITATE;RoughTerrain;21.5;Brown;40,40,55,55,40,70;0.5;4;1,HARDEN,1,CONFUSION,4,RAPIDSPIN,7,MUDSLAP,10,ROCKTOMB,13,PSYBEAM,17,POWERTRICK,21,ANCIENTPOWER,25,SELFDESTRUCT,28,EXTRASENSORY,31,COSMICPOWER,34,GUARDSPLIT,34,POWERSPLIT,37,EARTHPOWER,41,SANDSTORM,45,HEALBLOCK,49,EXPLOSION;GROUND;;70;PSYCHIC
CLAYDOL;;14;;344;Claydol;Medium;90;;0,0,0,0,0,2;;;Mineral;Clay Doll;11;5355;0;;-1;;A Claydol sleeps while hovering in midair. Its arms are separate from its body. They are kept floating by the Pokemon's manipulation of psychic power.;175;;LEVITATE;RoughTerrain;108.0;Black;60,70,105,75,70,120;1.5;4;1,TELEPORT,1,HARDEN,1,CONFUSION,1,RAPIDSPIN,4,RAPIDSPIN,7,MUDSLAP,10,ROCKTOMB,13,PSYBEAM,17,POWERTRICK,21,ANCIENTPOWER,25,SELFDESTRUCT,28,EXTRASENSORY,31,COSMICPOWER,34,GUARDSPLIT,34,POWERSPLIT,36,HYPERBEAM,40,EARTHPOWER,47,SANDSTORM,54,HEALBLOCK,61,EXPLOSION;GROUND;;70;PSYCHIC
LILEEP;;17;BARRIER,CURSE,ENDURE,MEGADRAIN,MIRRORCOAT,RECOVER,STEALTHROCK,TICKLE,WRINGOUT;345;Lileep;Erratic;45;STORMDRAIN;0,0,0,0,0,1;;BIGROOT;Water3;Sea Lily;0;7905;0;;0.125;CRADILY,Level,40;It disguises itself as seaweed by making its tentacles sway. Unsuspecting prey that come too close are swallowed whole. It became extinct 100 million years ago.;71;;SUCTIONCUPS;Sea;23.8;Purple;66,41,77,23,61,87;1.0;5;1,ASTONISH,1,CONSTRICT,8,ACID,15,INGRAIN,22,CONFUSERAY,29,AMNESIA,36,GASTROACID,43,ANCIENTPOWER,50,ENERGYBALL,57,STOCKPILE,57,SPITUP,57,SWALLOW,64,WRINGOUT;ROCK;;70;GRASS
CRADILY;;5;;346;Cradily;Erratic;45;STORMDRAIN;0,0,0,0,0,2;;BIGROOT;Water3;Barnacle;0;7905;0;;0.125;;It drags its heavy body along the seafloor. It makes its nest in the shallows of warm seas. Cradily can be seen on beaches when the tide goes out.;173;;SUCTIONCUPS;Sea;60.4;Green;86,81,97,43,81,107;1.5;5;1,ASTONISH,1,CONSTRICT,1,ACID,1,INGRAIN,8,ACID,15,INGRAIN,22,CONFUSERAY,29,AMNESIA,36,ANCIENTPOWER,46,GASTROACID,56,ENERGYBALL,66,STOCKPILE,66,SPITUP,66,SWALLOW,76,WRINGOUT;ROCK;;70;GRASS
ANORITH;;24;CROSSPOISON,CURSE,IRONDEFENSE,KNOCKOFF,RAPIDSPIN,SANDATTACK,SCREECH,WATERPULSE;347;Anorith;Erratic;45;SWIFTSWIM;0,1,0,0,0,0;;;Water3;Old Shrimp;0;7905;0;;0.125;ARMALDO,Level,40;It was resurrected from a fossil using the power of science. It swims by undulating the eight wings at its sides. They were feet that adapted to life in the sea.;71;;BATTLEARMOR;WatersEdge;12.5;Gray;45,95,50,75,40,50;0.7;14;1,SCRATCH,1,HARDEN,7,MUDSPORT,13,WATERGUN,19,METALCLAW,25,PROTECT,31,ANCIENTPOWER,37,FURYCUTTER,43,SLASH,49,ROCKBLAST,55,CRUSHCLAW,61,XSCISSOR;ROCK;;70;BUG
ARMALDO;;12;;348;Armaldo;Erratic;45;SWIFTSWIM;0,2,0,0,0,0;;;Water3;Plate;0;7905;0;;0.125;;Armaldo usually lives on land. However, when it hunts for prey, it dives beneath the ocean. It swims around using its two large wings.;173;;BATTLEARMOR;WatersEdge;68.2;Gray;75,125,100,45,70,80;1.5;6;1,SCRATCH,1,HARDEN,1,MUDSPORT,1,WATERGUN,7,MUDSPORT,13,WATERGUN,19,METALCLAW,25,PROTECT,31,ANCIENTPOWER,37,FURYCUTTER,46,SLASH,55,ROCKBLAST,67,CRUSHCLAW,73,XSCISSOR;ROCK;;70;BUG
FEEBAS;;21;BRINE,CAPTIVATE,CONFUSERAY,DRAGONPULSE,DRAGONBREATH,HAZE,HYPNOSIS,IRONTAIL,MIRRORCOAT,MIST,MUDSPORT,TICKLE;349;Feebas;Erratic;255;ADAPTABILITY;0,0,0,1,0,0;;;Water1,Dragon;Fish;12;5355;0;;0.5;MILOTIC,Beauty,170,MILOTIC,TradeItem,PRISMSCALE;Feebas live in ponds that are heavily infested with weeds. Because of its hopelessly shabby appearance, it seems as if few trainers raise it.;40;;SWIFTSWIM;WatersEdge;7.4;Brown;20,15,20,80,10,55;0.6;3;1,SPLASH,15,TACKLE,30,FLAIL;WATER;;70;
MILOTIC;;10;;350;Milotic;Erratic;60;CUTECHARM;0,0,0,0,0,2;;;Water1,Dragon;Tender;0;5355;0;;0.5;;It is said to live at the bottom of large lakes. Considered to be the most beautiful of all Pokemon, it has been depicted in paintings and statues.;189;;MARVELSCALE;WatersEdge;162.0;Pink;95,60,79,81,100,125;6.2;2;1,WATERGUN,1,WRAP,5,WATERSPORT,9,REFRESH,13,WATERPULSE,17,TWISTER,21,RECOVER,25,CAPTIVATE,29,AQUATAIL,33,RAINDANCE,37,HYDROPUMP,41,ATTRACT,45,SAFEGUARD,49,AQUARING;WATER;;70;
CASTFORM;Normal Form;34;AMNESIA,CLEARSMOG,DISABLE,FUTURESIGHT,HEX,LUCKYCHANT,OMINOUSWIND;351;Castform;Medium;45;;1,0,0,0,0,0;;MYSTICWATER;Fairy,Amorphous;Weather;18;6630;0;;0.5;;It alters its form depending on the weather. Changes in the climate such as the temperature and humidity appear to affect its cellular structure.;147;MYSTICWATER;FORECAST;Grassland;0.8;White;70,70,70,70,70,70;0.3;1;1,TACKLE,10,WATERGUN,10,EMBER,10,POWDERSNOW,15,HEADBUTT,20,RAINDANCE,20,SUNNYDAY,20,HAIL,30,WEATHERBALL,40,HYDROPUMP,40,FIREBLAST,40,BLIZZARD;NORMAL;MYSTICWATER;70;
KECLEON;;19;DISABLE,DIZZYPUNCH,FAKEOUT,FOULPLAY,MAGICCOAT,NASTYPLOT,RECOVER,SKILLSWAP,SNATCH,TRICK;352;Kecleon;Parabolic;200;;0,0,0,0,0,1;;PERSIMBERRY;Field;Color Swap;0;5355;0;;0.5;;A Pokemon that has the ability to alter its body colors to match its surroundings. A Kecleon reverts to its original colors if it is startled.;154;;COLORCHANGE;Forest;22.0;Green;60,90,70,40,60,120;1.0;6;1,THIEF,1,TAILWHIP,1,ASTONISH,1,LICK,1,SCRATCH,4,BIND,7,FEINTATTACK,10,FURYSWIPES,14,FEINT,18,PSYBEAM,22,SHADOWSNEAK,27,SLASH,32,SCREECH,37,SUBSTITUTE,43,SUCKERPUNCH,49,SHADOWCLAW,55,ANCIENTPOWER,58,SYNCHRONOISE;NORMAL;;70;
SHUPPET;;25;ASTONISH,CONFUSERAY,DESTINYBOND,DISABLE,FORESIGHT,GUNKSHOT,IMPRISON,OMINOUSWIND,PURSUIT,SHADOWSNEAK;353;Shuppet;Fast;225;CURSEDBODY;0,1,0,0,0,0;;SPELLTAG;Amorphous;Puppet;17;6630;0;;0.5;BANETTE,Level,37;This Pokemon roams about deep in the night seeking such negative emotions as grudges and envy. It retreats to its nest when the sun begins to rise.;59;;INSOMNIA,FRISK;Urban;2.3;Black;44,75,35,45,63,33;0.6;1;1,KNOCKOFF,4,SCREECH,7,NIGHTSHADE,10,SPITE,13,WILLOWISP,16,SHADOWSNEAK,19,CURSE,22,FEINTATTACK,26,HEX,30,SHADOWBALL,34,SUCKERPUNCH,38,EMBARGO,42,SNATCH,46,GRUDGE,50,TRICK;GHOST;;35;
BANETTE;;18;;354;Banette;Fast;45;CURSEDBODY;0,2,0,0,0,0;;SPELLTAG;Amorphous;Marionette;0;6630;0;;0.5;;An abandoned plush doll became this Pokemon. They are said to live in garbage dumps and wander about in search of the children that threw them away.;159;;INSOMNIA,FRISK;Urban;12.5;Black;64,115,65,65,83,63;1.1;6;1,KNOCKOFF,1,SCREECH,1,NIGHTSHADE,1,CURSE,4,SCREECH,7,NIGHTSHADE,10,SPITE,13,WILLOWISP,16,SHADOWSNEAK,19,CURSE,22,FEINTATTACK,26,HEX,30,SHADOWBALL,34,SUCKERPUNCH,40,EMBARGO,46,SNATCH,52,GRUDGE,58,TRICK;GHOST;;35;
DUSKULL;;26;DARKPULSE,DESTINYBOND,FEINTATTACK,GRUDGE,IMPRISON,MEMENTO,OMINOUSWIND,PAINSPLIT,SKILLSWAP;355;Duskull;Fast;190;;0,0,0,0,0,1;;KASIBBERRY;Amorphous;Requiem;11;6630;0;;0.5;DUSCLOPS,Level,37;A glare from its single scarlet eye makes even burly grown-ups freeze in utter fear. It is a nocturnal Pokemon that roams about under the cloak of darkness.;59;;LEVITATE;Forest;15.0;Black;20,40,90,25,30,90;0.8;4;1,LEER,1,NIGHTSHADE,6,DISABLE,9,FORESIGHT,14,ASTONISH,17,CONFUSERAY,22,SHADOWSNEAK,25,PURSUIT,30,CURSE,33,WILLOWISP,38,HEX,41,MEANLOOK,46,PAYBACK,49,FUTURESIGHT;GHOST;;35;
DUSCLOPS;;9;;356;Dusclops;Fast;90;;0,0,1,0,0,1;;KASIBBERRY;Amorphous;Beckon;0;6630;0;;0.5;DUSKNOIR,TradeItem,REAPERCLOTH;It is thought that its body is hollow with only a spectral ball of fire burning inside. However, no one has been able to confirm this theory as fact.;159;;PRESSURE;Forest;30.6;Black;40,70,130,25,60,130;1.6;12;1,FIREPUNCH,1,ICEPUNCH,1,THUNDERPUNCH,1,GRAVITY,1,BIND,1,LEER,1,NIGHTSHADE,1,DISABLE,6,DISABLE,9,FORESIGHT,14,ASTONISH,17,CONFUSERAY,22,SHADOWSNEAK,25,PURSUIT,30,CURSE,33,WILLOWISP,37,SHADOWPUNCH,42,HEX,49,MEANLOOK,58,PAYBACK,61,FUTURESIGHT;GHOST;;35;
TROPIUS;;4;BULLETSEED,CURSE,DRAGONDANCE,HEADBUTT,LEAFBLADE,LEAFSTORM,LEECHSEED,NATURALGIFT,NATUREPOWER,RAZORWIND,SLAM,SYNTHESIS;357;Tropius;Slow;200;HARVEST;2,0,0,0,0,0;;;Monster,Grass;Fruit;0;6630;0;;0.5;;It flies by flapping its broad leaves. The bunch of fruit that grows around its neck is deliciously sweet. In the spring, it scatters pollen from its neck.;161;;CHLOROPHYLL,SOLARPOWER;Forest;100.0;Green;99,68,83,51,72,87;2.0;8;1,LEER,1,GUST,7,GROWTH,11,RAZORLEAF,17,STOMP,21,SWEETSCENT,27,WHIRLWIND,31,MAGICALLEAF,37,BODYSLAM,41,SYNTHESIS,47,LEAFTORNADO,51,AIRSLASH,57,BESTOW,61,SOLARBEAM,67,NATURALGIFT,71,LEAFSTORM;GRASS;;70;FLYING
CHIMECHO;;16;CURSE,DISABLE,FUTURESIGHT,HYPNOSIS,SKILLSWAP,STOREDPOWER,WISH;358;Chimecho;Fast;45;;0,0,0,0,1,1;;COLBURBERRY;Amorphous;Wind Chime;10;6630;0;;0.5;;They fly about very actively when the hot season arrives. They communicate among themselves using seven different and distinguishing cries.;149;;LEVITATE;Grassland;1.0;Blue;65,50,70,65,95,80;0.6;4;1,WRAP,6,GROWL,9,ASTONISH,14,CONFUSION,17,UPROAR,22,TAKEDOWN,25,YAWN,30,PSYWAVE,33,DOUBLEEDGE,38,HEALBELL,41,SAFEGUARD,46,EXTRASENSORY,49,HEALPULSE,54,SYNCHRONOISE,57,HEALINGWISH;PSYCHIC;;70;
ABSOL;;15;ASSURANCE,BATONPASS,CURSE,DOUBLEEDGE,FEINTATTACK,HEX,MAGICCOAT,MEANLOOK,MEFIRST,MEGAHORN,PERISHSONG,PUNISHMENT,SUCKERPUNCH,ZENHEADBUTT;359;Absol;Parabolic;30;JUSTIFIED;0,2,0,0,0,0;;;Field;Disaster;0;6630;0;;0.5;;It sharply senses even subtle changes in the sky and the land to predict natural disasters. It is a long-lived Pokemon that has a life-span of 100 years.;163;;PRESSURE,SUPERLUCK;Mountain;47.0;White;65,130,60,75,75,60;1.2;8;1,SCRATCH,1,FEINT,4,LEER,9,QUICKATTACK,12,PURSUIT,17,TAUNT,20,BITE,25,DOUBLETEAM,28,SLASH,33,SWORDSDANCE,36,FUTURESIGHT,41,NIGHTSLASH,44,DETECT,49,PSYCHOCUT,52,SUCKERPUNCH,57,RAZORWIND,60,MEFIRST,65,PERISHSONG;DARK;;35;
WYNAUT;;24;;360;Wynaut;Medium;125;TELEPATHY;1,0,0,0,0,0;;;Undiscovered;Bright;0;5355;0;LAXINCENSE;0.5;WOBBUFFET,Level,15;A Wynaut loves to eat sweet fruits. It cleverly picks fruits using its earlike arms. They gather in fruit gardens, drawn by the fragrance.;52;;SHADOWTAG;Cave;14.0;Blue;95,23,48,23,23,48;0.6;6;1,SPLASH,1,CHARM,1,ENCORE,15,COUNTER,15,MIRRORCOAT,15,SAFEGUARD,15,DESTINYBOND;PSYCHIC;;70;
SNORUNT;;21;AVALANCHE,BIDE,BLOCK,DISABLE,FAKETEARS,HEX,ROLLOUT,SPIKES,WEATHERBALL;361;Snorunt;Medium;190;MOODY;1,0,0,0,0,0;;BABIRIBERRY;Fairy,Mineral;Snow Hat;0;5355;0;;0.5;GLALIE,Level,42,FROSLASS,ItemFemale,DAWNSTONE;They tend to move about in groups of around five Snorunt. In snowy regions, it is said that when they are seen late at night, snowfall will arrive by morning.;60;;INNERFOCUS,ICEBODY;Cave;16.8;Gray;50,50,50,50,50,50;0.7;12;1,POWDERSNOW,1,LEER,4,DOUBLETEAM,10,BITE,13,ICYWIND,19,HEADBUTT,22,PROTECT,28,ICEFANG,31,CRUNCH,37,ICESHARD,40,HAIL,46,BLIZZARD;ICE;;70;
