InternalName;ID;InternalName;Name;Category;Price;Description;Uknown1;Uknown2;Uknown3;Move
BLUKBERRY;405;Bluk Berry;Bluk Berries;5;20;In the Sinnoh region, they like to make sweets known as Poffins with this Berry.;0;0;5;
NANABBERRY;406;Nanab Berry;Nanab Berries;5;20;In the Sinnoh region, they like to make sweets known as Poffins with this Berry.;0;0;5;
WEPEARBERRY;407;Wepear Berry;Wepear Berries;5;20;In the Sinnoh region, they like to make sweets known as Poffins with this Berry.;0;0;5;
PINAPBERRY;408;Pinap Berry;Pinap Berries;5;20;In the Sinnoh region, they like to make sweets known as Poffins with this Berry.;0;0;5;
POMEGBERRY;409;Pomeg Berry;Pomeg Berries;5;20;Using it on a Pokémon makes it more friendly, but it also lowers its base HP.;1;0;5;
KELPSYBERRY;410;Kelpsy Berry;Kelpsy Berries;5;20;Using it on a Pokémon makes it more friendly, but it also lowers its base Attack stat.;1;0;5;
QUALOTBERRY;411;Qualot Berry;Qualot Berries;5;20;Using it on a Pokémon makes it more friendly, but it also lowers its base Defense stat.;1;0;5;
HONDEWBERRY;412;Hondew Berry;Hondew Berries;5;20;Using it on a Pokémon makes it more friendly, but it also lowers its base Sp. Atk stat.;1;0;5;
GREPABERRY;413;Grepa Berry;Grepa Berries;5;20;Using it on a Pokémon makes it more friendly, but it also lowers its base Sp. Def stat.;1;0;5;
TAMATOBERRY;414;Tamato Berry;Tamato Berries;5;20;Using it on a Pokémon makes it more friendly, but it also lowers its base Speed stat.;1;0;5;
CORNNBERRY;415;Cornn Berry;Cornn Berries;5;20;In the Sinnoh region, they like to make sweets known as Poffins with this Berry.;0;0;5;
MAGOSTBERRY;416;Magost Berry;Magost Berries;5;20;In the Sinnoh region, they like to make sweets known as Poffins with this Berry.;0;0;5;
RABUTABERRY;417;Rabuta Berry;Rabuta Berries;5;20;In the Sinnoh region, they like to make sweets known as Poffins with this Berry.;0;0;5;
NOMELBERRY;418;Nomel Berry;Nomel Berries;5;20;In the Sinnoh region, they like to make sweets known as Poffins with this Berry.;0;0;5;
SPELONBERRY;419;Spelon Berry;Spelon Berries;5;20;In the Sinnoh region, they like to make sweets known as Poffins with this Berry.;0;0;5;
PAMTREBERRY;420;Pamtre Berry;Pamtre Berries;5;20;In the Sinnoh region, they like to make sweets known as Poffins with this Berry.;0;0;5;
WATMELBERRY;421;Watmel Berry;Watmel Berries;5;20;In the Sinnoh region, they like to make sweets known as Poffins with this Berry.;0;0;5;
DURINBERRY;422;Durin Berry;Durin Berries;5;20;In the Sinnoh region, they like to make sweets known as Poffins with this Berry.;0;0;5;
BELUEBERRY;423;Belue Berry;Belue Berries;5;20;In the Sinnoh region, they like to make sweets known as Poffins with this Berry.;0;0;5;
OCCABERRY;424;Occa Berry;Occa Berries;5;20;Weakens a supereffective Fire-type attack against the holding Pokémon.;0;0;5;
PASSHOBERRY;425;Passho Berry;Passho Berries;5;20;Weakens a supereffective Water-type attack against the holding Pokémon.;0;0;5;
WACANBERRY;426;Wacan Berry;Wacan Berries;5;20;Weakens a supereffective Electric-type attack against the holding Pokémon.;0;0;5;
RINDOBERRY;427;Rindo Berry;Rindo Berries;5;20;Weakens a supereffective Grass-type attack against the holding Pokémon.;0;0;5;
YACHEBERRY;428;Yache Berry;Yache Berries;5;20;Weakens a supereffective Ice-type attack against the holding Pokémon.;0;0;5;
CHOPLEBERRY;429;Chople Berry;Chople Berries;5;20;Weakens a supereffective Fighting-type attack against the holding Pokémon.;0;0;5;
KEBIABERRY;430;Kebia Berry;Kebia Berries;5;20;Weakens a supereffective Poison-type attack against the holding Pokémon.;0;0;5;
SHUCABERRY;431;Shuca Berry;Shuca Berries;5;20;Weakens a supereffective Ground-type attack against the holding Pokémon.;0;0;5;
COBABERRY;432;Coba Berry;Coba Berries;5;20;Weakens a supereffective Flying-type attack against the holding Pokémon.;0;0;5;
PAYAPABERRY;433;Payapa Berry;Payapa Berries;5;20;Weakens a supereffective Psychic-type attack against the holding Pokémon.;0;0;5;
TANGABERRY;434;Tanga Berry;Tanga Berries;5;20;Weakens a supereffective Bug-type attack against the holding Pokémon.;0;0;5;
CHARTIBERRY;435;Charti Berry;Charti Berries;5;20;Weakens a supereffective Rock-type attack against the holding Pokémon.;0;0;5;
KASIBBERRY;436;Kasib Berry;Kasib Berries;5;20;Weakens a supereffective Ghost-type attack against the holding Pokémon.;0;0;5;
HABANBERRY;437;Haban Berry;Haban Berries;5;20;Weakens a supereffective Dragon-type attack against the holding Pokémon.;0;0;5;
COLBURBERRY;438;Colbur Berry;Colbur Berries;5;20;Weakens a supereffective Dark-type attack against the holding Pokémon.;0;0;5;
BABIRIBERRY;439;Babiri Berry;Babiri Berries;5;20;Weakens a supereffective Steel-type attack against the holding Pokémon.;0;0;5;
CHILANBERRY;440;Chilan Berry;Chilan Berries;5;20;Weakens a Normal-type attack against the Pokémon holding this berry.;0;0;5;
LIECHIBERRY;441;Liechi Berry;Liechi Berries;5;20;If held by a Pokémon, it raises its Attack stat in a pinch.;0;0;5;
GANLONBERRY;442;Ganlon Berry;Ganlon Berries;5;20;If held by a Pokémon, it raises its Defense stat in a pinch.;0;0;5;
SALACBERRY;443;Salac Berry;Salac Berries;5;20;If held by a Pokémon, it raises its Speed stat in a pinch.;0;0;5;
PETAYABERRY;444;Petaya Berry;Petaya Berries;5;20;If held by a Pokémon, it raises its Sp. Atk stat in a pinch.;0;0;5;
APICOTBERRY;445;Apicot Berry;Apicot Berries;5;20;If held by a Pokémon, it raises its Sp. Def stat in a pinch.;0;0;5;
LANSATBERRY;446;Lansat Berry;Lansat Berries;5;20;If held by a Pokémon, it raises its critical-hit ratio in a pinch.;0;0;5;
STARFBERRY;447;Starf Berry;Starf Berries;5;20;If held by a Pokémon, it sharply raises one of its stats in a pinch.;0;0;5;
ENIGMABERRY;448;Enigma Berry;Enigma Berries;5;20;If held by a Pokémon, it restores its HP if it is hit by any supereffective attack.;0;0;5;
MICLEBERRY;449;Micle Berry;Micle Berries;5;20;If held by a Pokémon, it raises the accuracy of a move just once in a pinch.;0;0;5;
CUSTAPBERRY;450;Custap Berry;Custap Berries;5;20;If held by a Pokémon, it gets to move first just once in a pinch.;0;0;5;
JABOCABERRY;451;Jaboca Berry;Jaboca Berries;5;20;If held by a Pokémon and a physical attack lands, the attacker also takes damage.;0;0;5;
ROWAPBERRY;452;Rowap Berry;Rowap Berries;5;20;If held by a Pokémon and a special attack lands, the attacker also takes damage.;0;0;5;
GRASSMAIL;453;Grass Mail;Grass Mail;6;50;Stationery featuring a print of a refreshingly green field. Let a Pokémon hold it for delivery.;0;0;2;
FLAMEMAIL;454;Flame Mail;Flame Mail;6;50;Stationery featuring a print of flames in blazing red. Let a Pokémon hold it for delivery.;0;0;2;
BUBBLEMAIL;455;Bubble Mail;Bubble Mail;6;50;Stationery featuring a print of a blue world underwater. Let a Pokémon hold it for delivery.;0;0;2;
BLOOMMAIL;456;Bloom Mail;Bloom Mail;6;50;Stationery featuring a print of pretty floral patterns. Let a Pokémon hold it for delivery.;0;0;2;
TUNNELMAIL;457;Tunnel Mail;Tunnel Mail;6;50;Stationery featuring a print of a dimly lit coal mine. Let a Pokémon hold it for delivery.;0;0;2;
STEELMAIL;458;Steel Mail;Steel Mail;6;50;Stationery featuring a print of cool mechanical designs. Let a Pokémon hold it for delivery.;0;0;2;
HEARTMAIL;459;Heart Mail;Heart Mail;6;50;Stationery featuring a print of giant heart patterns. Let a Pokémon hold it for delivery.;0;0;2;
SNOWMAIL;460;Snow Mail;Snow Mail;6;50;Stationery featuring a print of a chilly, snow-covered world. Let a Pokémon hold it for delivery.;0;0;2;
SPACEMAIL;461;Space Mail;Space Mail;6;50;Stationery featuring a print depicting the huge expanse of space. Let a Pokémon hold it for delivery.;0;0;2;
AIRMAIL;462;Air Mail;Air Mail;6;50;Stationery featuring a print of colorful letter sets. Let a Pokémon hold it for delivery.;0;0;2;
MOSAICMAIL;463;Mosaic Mail;Mosaic Mail;6;50;Stationery featuring a print of a vivid rainbow pattern. Let a Pokémon hold it for delivery.;0;0;2;
BRICKMAIL;464;Brick Mail;Brick Mail;6;50;Stationery featuring a print of a tough-looking brick pattern. Let a Pokémon hold it for delivery.;0;0;2;
XATTACK;465;X Attack;X Attacks;7;500;An item that raises the Attack stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn.;0;2;0;
XATTACK2;466;X Attack 2;X Attack 2s;7;0;It sharply raises the Attack stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn.;0;2;0;
XATTACK3;467;X Attack 3;X Attack 3s;7;0;It drastically raises the Attack stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn.;0;2;0;
XATTACK6;468;X Attack 6;X Attack 6s;7;0;It raises the Attack stat of a Pokémon in battle immensely. It wears off if the Pokémon is withdrawn.;0;2;0;
XDEFENSE;469;X Defense;X Defenses;7;550;An item that raises the Defense of a Pokémon in battle. It wears off if the Pokémon is withdrawn.;0;2;0;
XDEFENSE2;470;X Defense 2;X Defense 2s;7;0;It sharply raises the Defense stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn.;0;2;0;
XDEFENSE3;471;X Defense 3;X Defense 3s;7;0;It drastically raises the Defense stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn.;0;2;0;
XDEFENSE6;472;X Defense 6;X Defense 6s;7;0;It raises the Defense stat of a Pokémon in battle immensely. It wears off if the Pokémon is withdrawn.;0;2;0;
XSPATK;473;X Sp. Atk;X Sp. Atks;7;350;An item that raises the Sp. Atk stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn.;0;2;0;
XSPATK2;474;X Sp. Atk 2;X Sp. Atk 2s;7;0;It sharply raises the Sp. Atk stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn.;0;2;0;
XSPATK3;475;X Sp. Atk 3;X Sp. Atk 3s;7;0;It drastically raises the Sp. Atk stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn.;0;2;0;
XSPATK6;476;X Sp. Atk 6;X Sp. Atk 6s;7;0;It raises the Sp. Atk stat of a Pokémon in battle immensely. It wears off if the Pokémon is withdrawn.;0;2;0;
XSPDEF;477;X Sp. Def;X Sp. Defs;7;350;An item that raises the Sp. Def stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn.;0;2;0;
XSPDEF2;478;X Sp. Def 2;X Sp. Def 2s;7;0;It sharply raises the Sp. Def stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn.;0;2;0;
XSPDEF3;479;X Sp. Def 3;X Sp. Def 3s;7;0;It drastically raises the Sp. Def stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn.;0;2;0;
XSPDEF6;480;X Sp. Def 6;X Sp. Def 6s;7;0;It raises the Sp. Def stat of a Pokémon in battle immensely. It wears off if the Pokémon is withdrawn.;0;2;0;
XSPEED;481;X Speed;X Speeds;7;350;An item that raises the Speed stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn.;0;2;0;
XSPEED2;482;X Speed 2;X Speed 2s;7;0;It sharply raises the Speed stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn.;0;2;0;
XSPEED3;483;X Speed 3;X Speed 3s;7;0;It drastically raises the Speed stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn.;0;2;0;
XSPEED6;484;X Speed 6;X Speed 6s;7;0;It raises the Speed stat of a Pokémon in battle immensely. It wears off if the Pokémon is withdrawn.;0;2;0;
XACCURACY;485;X Accuracy;X Accuracies;7;950;An item that raises the accuracy of a Pokémon in battle. It wears off if the Pokémon is withdrawn.;0;2;0;
XACCURACY2;486;X Accuracy 2;X Accuracy 2s;7;0;It sharply raises the accuracy of a Pokémon in battle. It wears off if the Pokémon is withdrawn.;0;2;0;
XACCURACY3;487;X Accuracy 3;X Accuracy 3s;7;0;It drastically raises the accuracy of a Pokémon in battle. It wears off if the Pokémon is withdrawn.;0;2;0;
XACCURACY6;488;X Accuracy 6;X Accuracy 6s;7;0;It raises the accuracy of a Pokémon in battle immensely. It wears off if the Pokémon is withdrawn.;0;2;0;
DIREHIT;489;Dire Hit;Dire Hits;7;650;It raises the critical-hit ratio. It can be used only once and wears off if the Pokémon is withdrawn.;0;2;0;
DIREHIT2;490;Dire Hit 2;Dire Hit 2s;7;0;It sharply raises the critical-hit ratio. It wears off if the Pokémon is withdrawn.;0;2;0;
DIREHIT3;491;Dire Hit 3;Dire Hit 3s;7;0;It greatly raises the critical-hit ratio. It wears off if the Pokémon is withdrawn.;0;2;0;
GUARDSPEC;492;Guard Spec.;Guard Specs.;7;700;An item that prevents stat reduction among the Trainer's party Pokémon for five turns after use.;0;2;0;
RESETURGE;493;Reset Urge;Reset Urges;7;0;When used, it restores any stat changes of an ally Pokémon.;0;2;0;
ABILITYURGE;494;Ability Urge;Ability Urges;7;0;When used, it activates the Ability of an ally Pokémon.;0;2;0;
ITEMURGE;495;Item Urge;Item Urges;7;0;When used, it causes an ally Pokémon to use its held item.;0;2;0;
ITEMDROP;496;Item Drop;Item Drops;7;0;When used, it causes an ally Pokémon to drop a held item.;0;2;0;
BLUEFLUTE;497;Blue Flute;Blue Flutes;7;100;A blue flute made from blown glass. Its melody awakens a single Pokémon from sleep.;5;3;0;
YELLOWFLUTE;498;Yellow Flute;Yellow Flutes;7;300;A yellow flute made from blown glass. Its melody snaps a single Pokémon out of confusion.;0;2;0;
REDFLUTE;499;Red Flute;Red Flutes;7;200;A red flute made from blown glass. Its melody snaps a single Pokémon out of infatuation.;0;2;0;
POKEDOLL;500;Poké Doll;Poké Dolls;7;1000;A doll that attracts Pokémon. Use it to flee from any battle with a wild Pokémon.;0;2;0;
FLUFFYTAIL;501;Fluffy Tail;Fluffy Tails;7;1000;An item that attracts Pokémon. Use it to flee from any battle with a wild Pokémon.;0;2;0;
POKETOY;502;Poké Toy;Poké Toys;7;500;An item that attracts Pokémon. Use it to flee from any battle with a wild Pokémon.;0;2;0;
BICYCLE;503;Bicycle;Bicycles;8;0;A folding Bicycle that enables much faster movement than the Running Shoes.;2;0;6;
OLDROD;504;Old Rod;Old Rods;8;0;An old and beat-up fishing rod. Use it by any body of water to fish for wild aquatic Pokémon.;2;0;6;
GOODROD;505;Good Rod;Good Rods;8;0;A new, good-quality fishing rod. Use it by any body of water to fish for wild aquatic Pokémon.;2;0;6;
SUPERROD;506;Super Rod;Super Rods;8;0;An awesome, high-tech fishing rod. Use it by any body of water to fish for wild aquatic Pokémon.;2;0;6;
ITEMFINDER;507;Itemfinder;Itemfinders;8;0;A device used for finding items. If there is a hidden item nearby when it is used, it emits a signal.;2;0;6;
DOWSINGMACHINE;508;Dowsing Machine;Dowsing Machines;8;0;It checks for unseen items in the area and makes noise and lights when it finds something.;2;0;6;
POKERADAR;509;Poké Radar;Poké Radars;8;0;A tool that can search out Pokémon that are hiding in grass. Its battery is recharged as you walk.;2;0;6;
TOWNMAP;510;Town Map;Town Maps;8;0;A very convenient map that can be viewed anytime. It even shows your present location.;2;0;6;
POKEFLUTE;511;Poké Flute;Poké Flutes;8;7000;A flute that is said to instantly awaken any Pokémon. It has a lovely tone.;5;3;6;
COINCASE;512;Coin Case;Coin Cases;8;0;A case for holding coins obtained at the Game Corner. It holds up to 50,000 coins.;2;0;6;
SOOTSACK;513;Soot Sack;Soot Sacks;8;0;A sack used to gather and hold volcanic ash.;0;0;6;
SILPHSCOPE;514;Silph Scope;Silph Scopes;8;0;A scope that makes unseeable Pokémon visible. It is made by Silph Co.;0;0;6;
DEVONSCOPE;515;Devon Scope;Devon Scopes;8;0;A device by Devon that signals any unseeable Pokémon.;0;0;6;
SQUIRTBOTTLE;516;Squirt Bottle;Squirt Bottles;8;0;A watering can shaped like a Squirtle. It helps promote healthy growth of Berries planted in soft soil.;0;0;6;
SPRAYDUCK;517;Sprayduck;Sprayducks;8;0;A watering can shaped like a Psyduck. It helps promote healthy growth of Berries planted in soft soil.;0;0;6;
WAILMERPAIL;518;Wailmer Pail;Wailmer Pails;8;0;A nifty watering pail. Use it to promote strong growth in Berries planted in soft soil.;0;0;6;
GRACIDEA;519;Gracidea;Gracideas;8;0;A flower sometimes bundled in bouquets to convey gratitude on special occasions like birthdays.;5;0;6;
AURORATICKET;520;Aurora Ticket;Aurora Tickets;8;0;A ticket required to board the ship to Doxy Island. It glows beautifully.;0;0;6;
OLDSEAMAP;521;Old Sea Map;Old Sea Maps;8;0;A faded sea chart that shows the way to a certain island.;0;0;6;
DNASPLICERS;522;DNA Splicers;DNA Splicers;8;0;A splicer that fuses Kyurem and a certain Pokémon. They are said to have been one in the beginning.;5;0;6;
REVEALGLASS;523;Reveal Glass;Reveal Glasses;8;0;A glass that reveals the truth. It is a mysterious glass that returns a Pokémon back to its original shape.;5;0;6;
OVALCHARM;524;Oval Charm;Oval Charms;8;0;An oval charm said to increase the chance of Eggs being found at the Day Care.;0;0;6;
SHINYCHARM;525;Shiny Charm;Shiny Charms;8;0;A shiny charm said to increase the chance of finding a Shiny Pokémon.;0;0;6;
